payment_id,amount,failure_code,failure_category,retry_count,ai_diagnosis,candidate_actions,selected_action,expected_recovery,actual_result,recovered_amount,stopping_reason,timestamp_step
PAY_001950,1530,INSUFFICIENT_FUNDS,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,309.82500000000005,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_006369,703,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,358.53000000000003,SUCCESS,703.0,,0
PAY_000002,809,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,421.48900000000003,SUCCESS,809.0,,0
PAY_008033,253,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,144.08350000000002,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_006048,2521,INSUFFICIENT_FUNDS,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,438.654,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_002721,605,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,302.1975,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_009813,281,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,149.3515,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_003118,99,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,49.599,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_009466,336,CUSTOMER_DECLINED,HARD,0,BLIND_RETRY,{},RETRY_NOW,6.888,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_003763,870,CARD_EXPIRED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,100.92,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_000214,938,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,531.377,SUCCESS,938.0,,0
PAY_000779,8592,LIMIT_EXCEEDED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,2135.112,SUCCESS,8592.0,,0
PAY_003497,195,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,111.34499999999998,SUCCESS,195.0,,0
PAY_008818,1864,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,1033.588,SUCCESS,1864.0,,0
PAY_002044,99,INVALID_ACCOUNT,HARD,0,BLIND_RETRY,{},RETRY_NOW,2.4255,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_005421,863,AUTHENTICATION_FAILED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,308.5225,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_006155,1161,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,607.7835,SUCCESS,1161.0,,0
PAY_008358,873,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,491.9355,SUCCESS,873.0,,0
PAY_008708,99,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,58.7565,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_008466,1368,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,675.108,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_004168,4593,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,2374.581,SUCCESS,4593.0,,0
PAY_003789,1611,INSUFFICIENT_FUNDS,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,297.2295,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_000584,337,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,167.9945,SUCCESS,337.0,,0
PAY_009912,4511,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,2431.429,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_009987,2635,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,1371.5175,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_000117,359,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,198.52700000000002,SUCCESS,359.0,,0
PAY_006645,621,INSUFFICIENT_FUNDS,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,114.5745,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_009034,2688,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,1432.7040000000002,SUCCESS,2688.0,,0
PAY_009952,99,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,57.2715,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_008960,1357,CARD_EXPIRED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,139.0925,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_001764,4245,LIMIT_EXCEEDED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,991.2075000000001,SUCCESS,4245.0,,0
PAY_001876,342,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,199.386,SUCCESS,342.0,,0
PAY_003225,2596,CUSTOMER_DECLINED,HARD,0,BLIND_RETRY,{},RETRY_NOW,80.476,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_000527,5839,AUTHENTICATION_FAILED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,2297.6465000000003,SUCCESS,5839.0,,0
PAY_007726,99,AUTHENTICATION_FAILED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,38.9565,SUCCESS,99.0,,0
PAY_002947,911,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,451.4005,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_004474,3127,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,1619.786,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_005656,239,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,130.01600000000002,SUCCESS,239.0,,0
PAY_006060,131,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,72.2465,SUCCESS,131.0,,0
PAY_000960,402,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,210.849,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_006343,502,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,277.60600000000005,SUCCESS,502.0,,0
PAY_003634,110,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,64.295,SUCCESS,110.0,,0
PAY_001051,543,CARD_EXPIRED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,61.359,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_003381,258,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,133.25699999999998,SUCCESS,258.0,,0
PAY_003677,411,AUTHENTICATION_FAILED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,157.413,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_005777,466,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,229.272,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_009046,99,PAYMENT_EXPIRED,HARD,0,BLIND_RETRY,{},RETRY_NOW,4.9995,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_006574,242,LIMIT_EXCEEDED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,56.507000000000005,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_005180,689,INSUFFICIENT_FUNDS,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,143.6565,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_001608,99,AUTHENTICATION_FAILED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,35.838,SUCCESS,99.0,,0
PAY_003611,1689,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,956.8185,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_009759,327,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,182.3025,SUCCESS,327.0,,0
PAY_006636,641,INVALID_ACCOUNT,HARD,0,BLIND_RETRY,{},RETRY_NOW,27.242500000000003,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_009998,1753,CARD_EXPIRED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,198.089,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_000792,732,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,402.6,SUCCESS,732.0,,0
PAY_003057,259,LIMIT_EXCEEDED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,63.196,SUCCESS,259.0,,0
PAY_001981,1018,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,581.2779999999999,SUCCESS,1018.0,,0
PAY_003599,259,CARD_EXPIRED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,30.044,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_000934,328,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,194.668,SUCCESS,328.0,,0
PAY_007425,101,AUTHENTICATION_FAILED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,36.1075,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_005627,490,LIMIT_EXCEEDED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,126.175,SUCCESS,490.0,,0
PAY_001683,702,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,357.669,SUCCESS,702.0,,0
PAY_004180,746,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,408.062,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_006447,830,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,403.795,SUCCESS,830.0,,0
PAY_004117,1753,LIMIT_EXCEEDED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,411.955,SUCCESS,1753.0,,0
PAY_000989,331,CARD_EXPIRED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,40.8785,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_002897,502,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,284.383,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_003779,319,INVALID_ACCOUNT,HARD,0,BLIND_RETRY,{},RETRY_NOW,10.208,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_005659,2379,BLOCKED_METHOD,HARD,0,BLIND_RETRY,{},RETRY_NOW,99.918,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_003094,1244,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,650.6120000000001,SUCCESS,1244.0,,0
PAY_003156,560,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,314.72,SUCCESS,560.0,,0
PAY_001824,1978,PAYMENT_EXPIRED,HARD,0,BLIND_RETRY,{},RETRY_NOW,49.45,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_009623,514,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,281.158,SUCCESS,514.0,,0
PAY_001099,1859,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,1103.3165000000001,SUCCESS,1859.0,,0
PAY_002845,1612,PAYMENT_EXPIRED,HARD,0,BLIND_RETRY,{},RETRY_NOW,59.644,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_003343,186,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,99.975,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_000039,112,LIMIT_EXCEEDED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,27.16,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_006541,671,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,354.6235,SUCCESS,671.0,,0
PAY_009474,1656,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,845.3879999999999,SUCCESS,1656.0,,0
PAY_003357,3996,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,2031.966,SUCCESS,3996.0,,0
PAY_007814,1136,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,550.3919999999999,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_008221,2369,CARD_EXPIRED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,168.19899999999998,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_009228,2058,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,1178.205,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_002429,886,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,487.3,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_005044,185,PAYMENT_EXPIRED,HARD,0,BLIND_RETRY,{},RETRY_NOW,6.0125,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_005347,1169,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,663.992,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_004812,402,CARD_EXPIRED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,37.587,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_008477,701,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,391.85900000000004,SUCCESS,701.0,,0
PAY_000687,319,INSUFFICIENT_FUNDS,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,66.99,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_004800,186,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,108.996,SUCCESS,186.0,,0
PAY_007438,1704,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,1001.1,SUCCESS,1704.0,,0
PAY_002354,601,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,322.136,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_006354,2833,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,1351.341,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_004570,976,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,554.3679999999999,SUCCESS,976.0,,0
PAY_008214,3582,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,2018.457,SUCCESS,3582.0,,0
PAY_002753,1219,CUSTOMER_DECLINED,HARD,0,BLIND_RETRY,{},RETRY_NOW,37.789,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_008074,111,CARD_EXPIRED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,11.3775,SUCCESS,111.0,,0
PAY_001041,245,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,130.70749999999998,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_007492,259,AUTHENTICATION_FAILED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,96.4775,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_001266,709,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,365.48949999999996,SUCCESS,709.0,,0
PAY_009266,353,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,205.2695,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_007060,99,INSUFFICIENT_FUNDS,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,20.047500000000003,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_000278,378,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,197.88299999999998,SUCCESS,378.0,,0
PAY_005085,229,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,120.7975,SUCCESS,229.0,,0
PAY_002383,762,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,421.386,SUCCESS,762.0,,0
PAY_000572,458,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,221.214,SUCCESS,458.0,,0
PAY_001436,161,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,87.3425,SUCCESS,161.0,,0
PAY_005353,3792,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,1975.632,SUCCESS,3792.0,,0
PAY_005446,330,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,190.905,SUCCESS,330.0,,0
PAY_001008,541,LIMIT_EXCEEDED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,114.151,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_004544,99,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,50.341499999999996,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_008817,865,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,452.39500000000004,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_002065,1427,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,712.7865,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_001137,1432,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,837.004,SUCCESS,1432.0,,0
PAY_005344,355,INVALID_ACCOUNT,HARD,0,BLIND_RETRY,{},RETRY_NOW,20.945,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_000295,3395,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,1948.7299999999998,SUCCESS,3395.0,,0
PAY_002404,553,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,282.85949999999997,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_003999,6154,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,3467.779,SUCCESS,6154.0,,0
PAY_003742,99,LIMIT_EXCEEDED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,24.0075,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_009223,933,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,499.15500000000003,SUCCESS,933.0,,0
PAY_002720,753,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,420.927,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_009200,99,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,57.717,SUCCESS,99.0,,0
PAY_005151,2699,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,1384.587,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_002809,878,BLOCKED_METHOD,HARD,0,BLIND_RETRY,{},RETRY_NOW,39.51,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_000557,488,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,288.89599999999996,SUCCESS,488.0,,0
PAY_008926,924,LIMIT_EXCEEDED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,214.36800000000002,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_004796,259,AUTHENTICATION_FAILED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,96.089,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_002470,1770,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,941.6400000000001,SUCCESS,1770.0,,0
PAY_003739,982,BANK_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,579.871,SUCCESS,982.0,,0
PAY_004287,965,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,507.59000000000003,SUCCESS,965.0,,0
PAY_002605,233,INSUFFICIENT_FUNDS,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,46.833000000000006,SUCCESS,233.0,,0
PAY_000363,811,LIMIT_EXCEEDED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,196.6675,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_006925,108,CARD_EXPIRED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,12.366,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_001705,1591,LIMIT_EXCEEDED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,397.75,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_002140,1344,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,731.1360000000001,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_003240,691,GATEWAY_TIMEOUT,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,357.247,SUCCESS,691.0,,0
PAY_002384,1057,INSUFFICIENT_FUNDS,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,202.94400000000002,SUCCESS,1057.0,,0
PAY_007315,1357,INSUFFICIENT_FUNDS,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,268.68600000000004,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_004312,373,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,191.34900000000002,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_001313,343,NETWORK_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,168.2415,SUCCESS,343.0,,0
PAY_003931,1712,CARD_EXPIRED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,201.16,SUCCESS,1712.0,,0
PAY_006184,594,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,306.801,SUCCESS,594.0,,0
PAY_001592,185,AUTHENTICATION_FAILED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,72.7975,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_009388,11782,AUTHENTICATION_FAILED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,4406.468,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_002163,126,UPI_TECHNICAL_ERROR,TEMPORARY,0,BLIND_RETRY,{},RETRY_NOW,64.701,SUCCESS,126.0,,0
PAY_002397,266,AUTHENTICATION_FAILED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,98.28699999999999,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_000318,1864,PAYMENT_EXPIRED,HARD,0,BLIND_RETRY,{},RETRY_NOW,38.212,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
PAY_005234,1703,LIMIT_EXCEEDED,CUSTOMER,0,BLIND_RETRY,{},RETRY_NOW,405.31399999999996,FAILED,0.0,SINGLE_RETRY_EXHAUSTED,0
