payment_id,amount,failure_code,failure_category,retry_count,ai_diagnosis,selected_action,expected_recovery,actual_result,recovered_amount,stopping_reason,timestamp_step
PAY_007834,1677,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_006733,1837,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001950,1530,INSUFFICIENT_FUNDS,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_006369,703,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000002,809,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_008033,253,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_006048,2521,INSUFFICIENT_FUNDS,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002721,605,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009813,281,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003118,99,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009466,336,CUSTOMER_DECLINED,HARD,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003763,870,CARD_EXPIRED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000214,938,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000779,8592,LIMIT_EXCEEDED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003497,195,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_008818,1864,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002044,99,INVALID_ACCOUNT,HARD,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005421,863,AUTHENTICATION_FAILED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_006155,1161,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_008358,873,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_008708,99,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_008466,1368,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_004168,4593,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003789,1611,INSUFFICIENT_FUNDS,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000584,337,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009912,4511,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009987,2635,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000117,359,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_006645,621,INSUFFICIENT_FUNDS,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009034,2688,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009952,99,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_008960,1357,CARD_EXPIRED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001764,4245,LIMIT_EXCEEDED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001876,342,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003225,2596,CUSTOMER_DECLINED,HARD,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000527,5839,AUTHENTICATION_FAILED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_007726,99,AUTHENTICATION_FAILED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002947,911,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_004474,3127,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005656,239,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_006060,131,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000960,402,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_006343,502,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003634,110,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001051,543,CARD_EXPIRED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003381,258,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003677,411,AUTHENTICATION_FAILED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005777,466,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009046,99,PAYMENT_EXPIRED,HARD,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_006574,242,LIMIT_EXCEEDED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005180,689,INSUFFICIENT_FUNDS,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001608,99,AUTHENTICATION_FAILED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003611,1689,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009759,327,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_006636,641,INVALID_ACCOUNT,HARD,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009998,1753,CARD_EXPIRED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000792,732,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003057,259,LIMIT_EXCEEDED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001981,1018,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003599,259,CARD_EXPIRED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000934,328,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_007425,101,AUTHENTICATION_FAILED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005627,490,LIMIT_EXCEEDED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001683,702,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_004180,746,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_006447,830,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_004117,1753,LIMIT_EXCEEDED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000989,331,CARD_EXPIRED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002897,502,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003779,319,INVALID_ACCOUNT,HARD,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005659,2379,BLOCKED_METHOD,HARD,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003094,1244,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003156,560,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001824,1978,PAYMENT_EXPIRED,HARD,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009623,514,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001099,1859,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002845,1612,PAYMENT_EXPIRED,HARD,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003343,186,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000039,112,LIMIT_EXCEEDED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_006541,671,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009474,1656,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003357,3996,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_007814,1136,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_008221,2369,CARD_EXPIRED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009228,2058,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002429,886,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005044,185,PAYMENT_EXPIRED,HARD,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005347,1169,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_004812,402,CARD_EXPIRED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_008477,701,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000687,319,INSUFFICIENT_FUNDS,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_004800,186,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_007438,1704,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002354,601,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_006354,2833,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_004570,976,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_008214,3582,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002753,1219,CUSTOMER_DECLINED,HARD,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_008074,111,CARD_EXPIRED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001041,245,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_007492,259,AUTHENTICATION_FAILED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001266,709,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009266,353,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_007060,99,INSUFFICIENT_FUNDS,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000278,378,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005085,229,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002383,762,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000572,458,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001436,161,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005353,3792,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005446,330,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001008,541,LIMIT_EXCEEDED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_004544,99,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_008817,865,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002065,1427,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001137,1432,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005344,355,INVALID_ACCOUNT,HARD,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000295,3395,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002404,553,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003999,6154,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003742,99,LIMIT_EXCEEDED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009223,933,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002720,753,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009200,99,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005151,2699,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002809,878,BLOCKED_METHOD,HARD,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000557,488,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_008926,924,LIMIT_EXCEEDED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_004796,259,AUTHENTICATION_FAILED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002470,1770,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003739,982,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_004287,965,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002605,233,INSUFFICIENT_FUNDS,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000363,811,LIMIT_EXCEEDED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_006925,108,CARD_EXPIRED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001705,1591,LIMIT_EXCEEDED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002140,1344,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003240,691,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002384,1057,INSUFFICIENT_FUNDS,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_007315,1357,INSUFFICIENT_FUNDS,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_004312,373,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001313,343,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003931,1712,CARD_EXPIRED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_006184,594,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_001592,185,AUTHENTICATION_FAILED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_009388,11782,AUTHENTICATION_FAILED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002163,126,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_002397,266,AUTHENTICATION_FAILED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_000318,1864,PAYMENT_EXPIRED,HARD,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005234,1703,LIMIT_EXCEEDED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005069,1245,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_004037,186,UPI_TECHNICAL_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003021,5466,GATEWAY_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_008229,989,NETWORK_ERROR,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005296,2255,AUTHENTICATION_FAILED,CUSTOMER,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_003973,457,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
PAY_005371,647,BANK_TIMEOUT,TEMPORARY,0,NO_ACTION,STOP,0.0,STOPPED,0.0,NO_RECOVERY_ATTEMPTED,0
